idproperty|province|municipality|surface|rooms|baths|property_type|property_subtype|transacion_type|price|description
utazkamvhp|Lleida|Prats i Sansor|690|4|2|Vivienda|Casa adosada|Sell|679000.0|Se vende porque somos matrimonio jubilado y buscamos otra casa mas pequeña  para nuestra comodidad. La casa se encuentra entre las poblaciones de Alp y Bellver de Cerdanya. Casa a tres vientos con muy buenas vistas. Bien conservada, en una urbanización muy tranquila, muy soleada y con muchas posibilidades.  La casa dispone de unos bajos de 230m2 , con posibilidad dde hacer garaje, trastero, oficinas,etc. Local adosado de 100m2 con aseo con posibilidad para tienda y exposición, gimnasio,etc..Local debajo del adosado de 130m2 con aseo posibilidad de almacén, etc..La casa dispone de gran comedor y sala de estar, chimenea, cocina espaciosa, despacho, sala de musica, 4 hab., despensa. La casa tiene un altillo con divisiones para 2 hab. , aseo, etc.
rnncazcufa|Barcelona|Arenys de Munt|170|4|2|Vivienda|Casa-Chalet|Sell|320000.0|VISITAS CONCERTADAS. LLAMAR PREVIAMENTE PARA QUEDAR.
rnncazcufa|Barcelona|Arenys de Munt|170|4|2|Vivienda|Casa-Chalet|Rent|1750.0|VISITAS CONCERTADAS. LLAMAR PREVIAMENTE PARA QUEDAR.
rnncazcufa|Barcelona|Arenys de Munt|170|4|2|Vivienda|Casa-Chalet|Added in Olap|1500.0|VISITAS CONCERTADAS. LLAMAR PREVIAMENTE PARA QUEDAR.
dipfyfvcrp|Barcelona|Vallirana|270|4|3|Vivienda|Casa-Chalet|Sell|375000.0|Casa muy acogedora con estilo, en parcela de m2, 2 niveles llanos con jardín y piscina. Equipamiento y distribución muy completo y práctico, acabados de calidad, todo exterior, Sol todo el día orientada a 4 vientos con fantásticas vistas a montañas del Ordal y a la población de Vallirana. Situada en Vallirana Park, a 20 minutos de Barcelona por autovía. Primer nivel: entrada y aparcamiento para 3 coches, planta baja con garaje para otro coche y gran despacho 27m2 con acceso interior a planta baja del segundo nivel: planta baja: Cocina office, cuarto de máquinas y despensa, 1 habitación, 1 baño, gran salón 34m2 con chimenea y comedor, cenador con fantásticas vistas; al mismo nivel gran balconada salida a terraza de 35m2 con zona barbacoa, jardín con piscina de 4x9m; primera planta: suite con vestidor y baño, dos habitaciones dobles y baño; distribuidor y acceso a buhardilla de 45m2 totalmente diáfana, de madera, con dos grandes ventanales triangulares. Casa de obra y madera con tejado de pizarra a 2 aguas, aislamiento paredes con lana de roca natural, suelo de gres rústico en planta baja y baños, parqué en habitaciones, buhardilla y despacho. Carpinteria de aluminio con rotura térmica estilo madera y oscilo-batientes, doble cristal en todas las ventanas y balconada, mosquiteras, persianas de aluminio con aislamiento térmico y motorizadas. Caldera de gas natural, electricidad, agua con inhibidir de cal, pre-instalación para placa solar térmica, tomas de tv y tel. en todas las dependencias, fibra óptica, ethernet en salón y despacho, buena recepción para el móvil. Portero automático. Calefacciónrefrigeración por suelo radiante, aspiración centralizada para todas las dependencias con sistema de  recojida de cenizas. 3 puertas blindadas de seguridad de entrada con la misma llave, mas puertas de vehículos parcela y garaje automáticas. Jardín: Piscina, caseta de herramientas, leñero, espacio para juegos, arboles frutales, etc.
mlkzjpqjcr|Lleida| Lleida Capital|65|2|1|Vivienda|Piso|Sell|97000.0|Se vende por traslado de domicilio estupendo piso, listo para entrar a vivir, incluidos muebles y electrodomésticos.Cuenta con un salón comedor, dos habitaciones, baño, cocina independiente y en bajocubierta un trastero con terraza. Muy luminoso y con pocos gastos. Ideal para parejas jóvenes o para inversores, ya que se alquila fácilmente por encontrarse en una zona céntrica.
mlkzjpqjcr|Lleida| Lleida Capital|65|2|1|Vivienda|Piso|Rent|900.0|Se vende por traslado de domicilio estupendo piso, listo para entrar a vivir, incluidos muebles y electrodomésticos.Cuenta con un salón comedor, dos habitaciones, baño, cocina independiente y en bajocubierta un trastero con terraza. Muy luminoso y con pocos gastos. Ideal para parejas jóvenes o para inversores, ya que se alquila fácilmente por encontrarse en una zona céntrica.
hhxwrksska|Barcelona|Sant Mateu de Bages|735|5|1|Vivienda|Finca rústica|Sell|570000.0|Finca Situada en un entorno tranquilo a 10 minutos de Manresa (Bages) Casa de Campo de Piedra, MASIA CATALANA, con Bóvedas y Tinas.Superficies adosadas en forma de garajes y granjas que en este momento no están en uso.2 hectáreas de tierra de cultivo y 5 hectáreas y media de bosque.3 Plantas...... Bajos más Principal con 3 habitaciones, cocina, chimenea, baño, comedor, despensa y lavadero, calefacción  y terrazas y Primera planta con 4 habitaciones y dos salas . Dispone de estanque de agua, pozo de Agua, Luz, Teléfono y Agua potable. Gastos no incluidos de  basuras, agua, luz, teléfono, gasoil, gastos de la cámara y de contratación que serán abonados aparte del alquiler.
hhxwrksska|Barcelona|Sant Mateu de Bages|735|5|1|Vivienda|Finca rústica|Rent|1480.0|Finca Situada en un entorno tranquilo a 10 minutos de Manresa (Bages) Casa de Campo de Piedra, MASIA CATALANA, con Bóvedas y Tinas.Superficies adosadas en forma de garajes y granjas que en este momento no están en uso.2 hectáreas de tierra de cultivo y 5 hectáreas y media de bosque.3 Plantas...... Bajos más Principal con 3 habitaciones, cocina, chimenea, baño, comedor, despensa y lavadero, calefacción  y terrazas y Primera planta con 4 habitaciones y dos salas . Dispone de estanque de agua, pozo de Agua, Luz, Teléfono y Agua potable. Gastos no incluidos de  basuras, agua, luz, teléfono, gasoil, gastos de la cámara y de contratación que serán abonados aparte del alquiler.
hhxwrksska|Barcelona|Sant Mateu de Bages|735|5|1|Vivienda|Finca rústica|Rent|1180.0|Finca Situada en un entorno tranquilo a 10 minutos de Manresa (Bages) Casa de Campo de Piedra, MASIA CATALANA, con Bóvedas y Tinas.Superficies adosadas en forma de garajes y granjas que en este momento no están en uso.2 hectáreas de tierra de cultivo y 5 hectáreas y media de bosque.3 Plantas...... Bajos más Principal con 3 habitaciones, cocina, chimenea, baño, comedor, despensa y lavadero, calefacción  y terrazas y Primera planta con 4 habitaciones y dos salas . Dispone de estanque de agua, pozo de Agua, Luz, Teléfono y Agua potable. Gastos no incluidos de  basuras, agua, luz, teléfono, gasoil, gastos de la cámara y de contratación que serán abonados aparte del alquiler.
hhxwrksska|Barcelona|Sant Mateu de Bages|735|5|1|Vivienda|Finca rústica|Rent|1280.0|Finca Situada en un entorno tranquilo a 10 minutos de Manresa (Bages) Casa de Campo de Piedra, MASIA CATALANA, con Bóvedas y Tinas.Superficies adosadas en forma de garajes y granjas que en este momento no están en uso.2 hectáreas de tierra de cultivo y 5 hectáreas y media de bosque.3 Plantas...... Bajos más Principal con 3 habitaciones, cocina, chimenea, baño, comedor, despensa y lavadero, calefacción  y terrazas y Primera planta con 4 habitaciones y dos salas . Dispone de estanque de agua, pozo de Agua, Luz, Teléfono y Agua potable. Gastos no incluidos de  basuras, agua, luz, teléfono, gasoil, gastos de la cámara y de contratación que serán abonados aparte del alquiler.
bfzoucqvmy|Lleida|Coll de Nargó|70|3|2|Vivienda|Casa adosada|Sell|86000.0|casa de pueblo, 2 habitacines (una tercera no renovada), 2 cuartos de baños cocina nueva, comedor, balcon y terraza con vistas impresionantes, calefaccion de gasoil. Precio negociable.
vcxgtwdqrh|Tarragona|Cunit|200|2|1|Vivienda|Ático|Sell|188000.0|Atico de diseño reformado con 80 m2 terraza principal, porche de 20 m2, jacuzzi con sistema ozonizacion y cromaterapia, barbacoa, terraza trasera de 15m2 con lavadero, todo exterior. Vivienda de 72 m2, dos habitaciones con armarios empotrados. Cristalería de aluminio. Recibidor con estuco veneciano, amplia cocina con sistema de agua potable osmosis inversa, baño con grifería termostática, aire acondicionado con bomba calor, estufa de leña. Plaza de parking 25 m2,  16 m2y parking y rastero 9 m2 con bodega en mismo edificio  recién pintado , escaleras de màrmol. Edificio muy bien conservado, escalera de mármol blanco acceso a vivienda, edificio recién remozado . A 5 minutos de la playa caminando y a la estación Excelente situación con acceso a C32 Sitges y Barcelona, AP7, C15 Vilafranca . Casi libre de cargas. Listo para vivir
wsmmdgfsqk|Barcelona|Sant Andreu de Llavaneres|350|5|5|Vivienda|Casa-Chalet|Rent|428.571428571429|Gran casa unifamiliar y aislada, a escasa a 50m distancia de la playa y de la estación de tren en la población de Sant Andreu de Llavaneres. La parcela de 1.300 m2 de superficie consta de jardín con cesped, piscina, un porche muy amplio con muebles exteriores. Y una vivienda de 380 m2 construidos y distribuida en planta baja y un primer piso. La vivienda , con capacidad para 12 personas, consta de un amplio salón-comedor con vistas al jardín, una suite compuesta de dormitorio de matrimonio con aire acondicionado, con un baño completo y con un vestidor muy amplio, una habitación con un sofá-cama y un aseo de cortesía y una cocina totalmente equipada con office y sala de maquinas.  En la planta superior se encuentra otra suite con baño completo y aire acondicionado, 3 habitaciones dobles que dan a una amplia terraza con vistas al mar y un baño completo. La casa tiene 4 TV y wifi. Se deberá abonar 50€, en efectivo, en el momento de la entrada e la vivienda, para la entrega sabanas y toallas.
cuvikxeuim|Girona|Alp|62|2|1|Vivienda|Apartamento|Sell|140000.0|En alquiler vacacional. Verano. y temporada de esqui
ylnpvqvcys|Tarragona|Cambrils|190|4|3|Vivienda|Casa-Chalet|Sell|390000.0|CAMBRILS - COSTA DORADA Se vende casa a precio de piso!!!! Oportunidad 4 dormitorios dobles y 3 baños completos en Els Tallats. A pocos minutos andando de la playa!! Cerca de Port Aventura. Aeropuerto de Reus. Bonita casa de 4 dorm. dobles una suite con balcón, armarios empotrados de calidad 3 baños completos grán garaje con lavadero y armario empotrado, bodega, calefacción gasoil, cocina equipada, salón comedor con chimenea, jardín privado...  Ventanas con mosquiteras! Primer contacto mediante email, gracias! Venga a verla sín compromiso! Precio sin muebles Negociable.  !!!Description: Beach Costa Daurada House situated in Vilafortuny with sports   childrens zone, pool. Only a few minutes walk from the beach! Near to Port Aventura and FerrariLand. Reus Airport. Barcelona aprox.100km. CHALET with 4 double bedrooms, a suite with balcony, wardrobes of quality, complete 3 bathrooms, equipped kitchen, big garage with laundry and wardrobe, cellar, aircondition, lounge dining room with fireplace, private garden... If you are interested first contact please via email, thanks.
gwsfatmzpc|Tarragona|Vandellòs i l'Hospitalet de l'Infant|100|3|1|Vivienda|Casa-Chalet|Sell|75000.0|SIN terreno !! SIN terreno !! Tranquilidad en pueblo deshabilitado.1,5 km fuera del pueblo de VandellosHuertos disponibles en el pueblo.
tjhmqwneui|Barcelona|Vallirana|140|3|2|Vivienda|Piso|Sell|179000.0|Amplio piso en finca de pueblo, completamente reformado para entrar a vivir.  Finca con 3 vecinos sin gastos de comunidad. La vivienda está en la primera planta y la suite con baño en la segunda que da acceso a las 2 terrazas, posee trastero encima de la vivienda, 3 habitaciones (2 dobles), dos baños completos uno con bañera grande y el otro con plato de ducha, amplia cocina con electrodomésticos de acero inoxidable y lavavajillas incorporado, puertas de haya, carpintería de aluminio con cristales climalit con mosquiteras, calefacción de gas natural, aire acondicionado con bomba de calor. Dos terrazas: una con el lavadero, la otra de 45 m2 para hacer grandes barbacoas, con posibilidad de hacer entrada independiente por la calle de atrás. Cercano a los médicos, piscina municipal, casino y autobuses. Compra antes de que suban los precios en la zona cuando inaguren la variante N-340. Ahórrate las comisiones, es de particular a particular.
xtshtvvylv|Tarragona|Calafell|90|3|2|Vivienda|Piso|Sell|265000.0|Prácticamente nuevo (solo estrenado). Frontal mar-primera línea, en centro Paseo Marítimo y a 10 metros a la playa, tranquilo, con vistas también a Oeste y Este. Cerca de todos servicios: médicos, escolares, transportes, puerto náutico, golf, etc. Consta de salón, cocina, tres habitaciones, dos baños, balcón y dos terrazas interiores; armarios, calefacción radial bajo suelo y también  AA.AA. con bomba calor, muebles  completamente nuevos. Ascensor. Garaje y trastero.  A 50 minutos en tren a Barcelona, con salidas cada media hora y también a Sitges cada15 minutos.
lcyxmmxhtg|Barcelona|Vilassar de Dalt|343|5|5|Vivienda|Casa-Chalet|Sell|805000.0|Torre a 4 vents a Cabrils de 343m2 en una parcel·la de m2  A la planta baixa hi ha el menjador - sala d´estar de 50m2 amb sortida al jardí. Cuina de 15m2 equipada amb cremadors de gas i forn, amb espai per posar-hi una taula. 3 habitacions dobles (una d´elles suite), 2 banys complerts i sala per posar-hi la rentadora.  Armaris encastats tot al mateix nivell.  A la primera planta hi ha 2 habitacions dobles amb bany (banyera, dutxa i jacuzzi), armaris encastats. Una d´elles amb sortida a una terrassa de 20m2.  A la part inferior hi ha la bodega de 60m2 , una habitació doble i el garatge amb capacitat per 2 cotxes amb accés independent.  Piscina (4x9) al jardí, espai cobert amb teulada d´obra i equipat amb barra de bar, bany complert amb plat de dutxa i cuina complerta amb tots els electrodomèstics.  Altres: Calefacció a gas, orientació sud-est (toca el sol tot el dia). Alarma. Rec automàtic. A prop del transport públic i serveis club de tennis i gimnàs.  S´accepten permutes amb altres vivendes.  Certificat energètic: En tràmit
idiiacqijo|Barcelona|Malgrat de Mar|90|3|1|Vivienda|Planta baja|Sell|155000.0|Planta Baja ideal personas con movilidad reducida; cercana a todos los servicios y a 5 minutos de la playa con acceso rampa. Patio de 30 metros acceso directo.  Acogedor, luminoso, confortable. Calefacción a gas con radiadores en todas las estancias. Muy buena distribución. Comedor amplio y cocina americana.
xubvzvlozi|Tarragona|Cabra del Camp|120|3|2|Vivienda|Casa-Chalet|Sell|150300.0|Vivienda casa-chalet en la Urbanización Mas del Plata, en Cabra del Camp, a 10 min de Valls en coche. Zona tranquila; está cerca de Centro Comercial, y otras localidades (ej: Pla de Sta. María, Reus, Tarragona); vistas a la montaña, y cerca del mar (Salou, Torredembarra, etc.. y parques temáticos (Port Aventura); La urbanización cuenta con zona comunitaria con pistas de pàdel, tenis, frontón, petanca y durante el año se organizan diferentes actividades. Piscina a 10 min. en coche - La finca tiene suficiente espacio para aparcar varios vehículos; la parcela está totalmente pavimentada; El salón cuenta con 30 m2 con barra americana, y chimenea. 3 habitaciones dobles, cocina grande totalmente equipada (nevera, microondas, lavavajillas, horno, etc...) y puertas nuevas de roble.
cmovavvimp|Barcelona|Sant Andreu de Llavaneres|400|4|3|Vivienda|Casa adosada|Sell|600000.0|Espectacular casa de 400 m2 en el centro de Llavaneres, consta de 4 habitaciones ( 1 suite) -  3 baños -  salón comedor con chimenea y salida a jardín - cocina office con lvadero y despensa, con salida a patio de 80 m2  - buhardilla con 2 solarium , chimenea y aseo - cerca de todas las tiendas y servicios, parada BUS y medico.Se aceptara el alquiler con opción a compra con las siguientes condiciones:Arras del 10 %Alquiler de 1.600 € hasta cinco añosSe descontara la totalidad de todas las cantidades en el precio final de la venta.
