idproperty|province|municipality|surface|rooms|baths|property_type|property_subtype|transacion_type|price|description
efuheqqdty|Barcelona|Bigues i Riells|300|5|3|Vivienda|Casa-Chalet|Sell|449000.0|Espectacular torre en la urbanización Diamant, de Bigues i Riells. La vivienda tiene unas extraordinarias vistas y está orientada cara sur; por lo tanto tiene muy buena iluminación. Los materiales de construcción son de calidad y está ubicada en una zona muy tranquila. La torre fue construida en el año . Es nueva y está en condiciones perfectas para entrar a vivir. La parcela tiene una superfície de 850 metros, 300 de ellos construidos. Está distribuida en dos plantas y tiene cinco habitaciones: una suite de 12m, un dormitorio doble de 10m, dos dormitorios dobles de 14m cada uno y uno individual de 12m. La vivienda dispone de cocina office de 15 metros y un amplísimo salón comedor de 35m con chimenea. Cuenta con tres baños completos y un aseo. El inmueble cuenta también con una atractiva y acogedora bodega de 12m, una terraza de 4m, jardín privado, dos garajes de 65m cada uno, un trastero de 6 metros cuadrados y un recibidor. Los suelos son de gres rústico. Tiene toldo en la terraza, la carpintería tanto interior como exterior es de meli y de doble cristal. Tiene puerta blindada y armarios empotrados. Cuenta también con calefacción de gasóleo. Está cerca del transporte público, de la zona comercial y está en una zona residencial.Estado certificación: Disponible, Consumo de energía (F) 283 Kw h  m²a, Emisiones (F) 74 Kg CO2  m²a
lubmhoijbe|Tarragona|Salou|74|3|1|Vivienda|Piso|Sell|116000.0|Piso de muy pocos gastos vistas al mar plaza venus zona tranquila y muy bien comunicada, amueblado y reformado ascensor duchas comunitarias trastero comunitario
ntyeyatggg|Girona|Castelló d'Empúries|22|0|1|Vivienda|Estudio|Sell|43000.0|EMPURIABRAVA, estudio, primera línea de mar, a 50 metros de la playa.
jfoelnvczu|Lleida|Organyà|78|2|1|Vivienda|Piso|Rent|425.0| 
wfzwwynpyw|Girona|Castelló d'Empúries|22|0|1|Vivienda|Estudio|Sell|45000.0|EMPURIABRAVA, estudio, primera línea de mar, a 50 metros de la playa.
vhzlulocqq|Girona|Castelló d'Empúries|41|0|1|Vivienda|Apartamento|Sell|75000.0|EMPURIABRAVA, estudio cabina, primera línea de mar, a 50 metros de la playa.
ejtdztnmst|Girona|Castelló d'Empúries|68|4|3|Vivienda|Casa-Chalet|Sell|210000.0|EMPURIABRAVA, casa chalet frente al parque del Trabuc, de 68 m2, con jardín de 195 m2 y 12 m2 de párquing, con 4 dormitorios, 3 baños, salón-comedor con chimenea y cocina independiente.
rhtevieoud|Girona|Puigcerdà|75|2|1|Vivienda|Piso|Sell|150000.0|VENDA CÈNTRIC, 75 m2, ASCENSOR, PLANTA ALTA, LLAR DE FOC, CALEFACCIÓ AMB GAS CIUTAT, AMB BALCÓ, A 2 MINUTS DEL LLAC I 5 DEL CENTRE, ZONA TRANQUIL·LA. ORIENTACIÓ EST.2 Hab.+Traster amb Safareig, Cuina Tancada i Bany Complert –
myqenomzht|Tarragona|Tortosa|130|3|2|Vivienda|Loft|Sell|165000.0|Loft de diseño de 2 plantas con 3 dormitorios y 2 baños.  Salon de 50m2 y cocina con isla. Acabados de calidad.Muy silencioso, próximo al Hospital Verge de la Cinta. Instalación de aire acondicionado, independiente en cada planta.  Descalcificador de agua y sistema de osmosis.
tabvihjrao|Tarragona|Alcanar|280|5|2|Vivienda|Casa-Chalet|Sell|300000.0|Casa de 280m2 construidos en finca de m2 en Les Cases d'Alcanar. Vistas al mar. Zona tranquila muy cerca del pueblo.Tiene 7 habitaciones, 2 baños, pozo propio agua potable, Barbacoa de obra, chimenea, piscina.
aemkznotwk|Girona|Ripoll|360|6|4|Vivienda|Casa-Chalet|Sell|429000.0|situada en zona muy tranquila,  agua de pozo , instalacion para agua pueblo, dispone de cuadra y terreno para caballos,  tambien almacen o zona para gallinas etc, garaje para 4 coches, puerta automática, alarma, 3 plantas , garage individual para cada piso, chimenea 2 pisos y en jardin^ no alquiler, bodega con bota de 60 lts,situada ;A 108 KM de ANDORRA a pistas de esqui LA MOLINA Y MASELLA  39 KM Y VALTER  47 KM, a 108 KM de BARCELONA Y A 80 KM de GERONA Y 108 KM de la COSTA BRAVA.PRECiO a CONSULTAR
cyfilimiic|Girona|Sils|180|4|2|Vivienda|Casa-Chalet|Sell|225000.0|No hay hipoteca. Tiene dos escrituras constituidas, una de ellas incluye la casa. A 4 vientos. 2 plantas. Parking. Barbacoa completa cerrada y mesa de piedra para 8 pax. Depósito de 50mil litros de agua de lluvia. Trastero 16m. 3,5km Aeropuerto Girona y 20km Costa Brava (Blanes-Lloret). Finca con huerto orgánico y árboles frutales. Zona muy tranquila.
rtmgpkqnen|Girona|Vilafant|407|4|4|Vivienda|Casa adosada|Sell|490000.0|Casa nueva unifamiliar de obra vista ideal para negocio.Casa nueva totalmente equipada con amplio garage de 206 m2 ideal para negocio o profesional. El garage incluye un baño.Dispone de 4 habitaciones: 1 habitación doble suite con baño, 2 habitaciones dobles y una habitación estudio de 49 m2. Todas las habitaciones incluyen armarios empotrados muy amplios y completos.Comedor amplio con 35 m2.Cocina amplia y con todos los electrodomésticos incorporados: Nevera doble, lavavajillas, microondas, encimera.Acabados de alta calidad en enchufes, hilo-musical, aire acondicionado de frío y de calor, persianas eléctricas.Dispone también de dos terrazas-solarium de unos 50m2 cada una. Zona bien ubicada con todo tipo de servicios cercanos: médicos y colegios, también estación AVE Figueres-Vilafant a 3 minutos.
hrbglarlev|Barcelona|Manlleu|300|0|0|Vivienda|Casa adosada|Sell|150000.0|Casa en venta para reformar.Con posibilidades de permuta.
qrcgwgykyp|Barcelona|Castelldefels|302|7|4|Vivienda|Casa-Chalet|Sell|1475000.0|2 plantas, 7 habitaciones ( 1 de ellas suite)  4 cuartos de baño, 2 terrazas de 60 y 20m2 en la segunda planta. Calefacción,  aire acondicionado en suite, carpintería aluminio Climalit, suelo de porcelanato, Piscina, con sistema automático de limpieza, Despacho Apartamento independiente, Barbacoa y Porche Alarma Parking de 26m2 con capacidad para 1 coche, Mucha privacidad Vista al Mar12 minutos de Barcelona
zjzgtitxxm|Tarragona|Sant Carles de la Ràpita|55|2|1|Vivienda|Apartamento|Sell|145000.0|Venta de apartamento - San Carlos de la Rápita - Tarragona. Se vende apartamento en San Carlos de la Rápita (Tarragona), nuevo, todo exterior, luminoso, con aire acondicionado, 2 habitaciones, salón, cocina, baño y terraza. Está situado en el centro, cerca de la playa y bien comunicado. Próximo al parque de atracciones de Port Aventura y al Costa Caribe Aquatic Park. Interesados llamar, mail o whatsapp
zjzgtitxxm|Tarragona|Sant Carles de la Ràpita|55|2|1|Vivienda|Apartamento|Rent|0.0|Venta de apartamento - San Carlos de la Rápita - Tarragona. Se vende apartamento en San Carlos de la Rápita (Tarragona), nuevo, todo exterior, luminoso, con aire acondicionado, 2 habitaciones, salón, cocina, baño y terraza. Está situado en el centro, cerca de la playa y bien comunicado. Próximo al parque de atracciones de Port Aventura y al Costa Caribe Aquatic Park. Interesados llamar, mail o whatsapp
ebcbhcwapn|Barcelona| Barcelona Capital|450|5|4|Vivienda|Casa-Chalet|Sell|940000.0|Esta magnifica casa de 450 m2,situada en el prestigioso distrito  muy probablemente el mejor distrito de Barcelona, sobre una parcela de 640 m2, situada en la falda del Tibidabo, a solo 1 km, del hotel La Florida (mejor hotel de Barcelona) y en pleno Parque de Collserola, con  unas maravillosas vistas y en un entorno de tranquilidad y sin contaminación , un lugar poblado de vegetación autóctona, pinos, encinas, robles, etc. Lugares increíbles  para pasear, bicicleta, a caballo, footing, etc. Próximos a Vallvidrera se encuentran dos pequeños lagos de una belleza increíble en todas las estaciones del año.En plena naturaleza y a diez minutos del centro de la ciudad, dispone de tres carreteras de acceso, además del funicular, está también perfectamente comunicada con el Vallés y el Tibidabo, a 5 minutos de las Rondas y autopistas doc-0s-4o-docs.googleusercontent docssecurescf2gsm0jtpb2ui3pnlbmsfdbvgebps1fnkc6q4dfsfhlu7vvf5jukoavemasgAuGFNMzikL3kQtSFClaAyF_CEFKsfBuj?e=download
hzdjjtodgh|Girona|Begur|145|3|1|Vivienda|Casa-Chalet|Sell|280000.0|Bonita y encantadora casa del Empordà a los cuatro vientos en zona idílica. Begur es uno de los mejores y más exclusivos pueblos de la Costa Brava.Urge vender por motivos personales.
hzdjjtodgh|Girona|Begur|145|3|1|Vivienda|Casa-Chalet|Rent|800.0|Bonita y encantadora casa del Empordà a los cuatro vientos en zona idílica. Begur es uno de los mejores y más exclusivos pueblos de la Costa Brava.Urge vender por motivos personales.
mtuzlsuilr|Barcelona|Igualada|100|3|2|Vivienda|Dúplex|Sell|205000.0|Dúplex muy luminoso en Igualada zona Soledad, 100 m2. de superficie, consta de salón-comedor con salida a balcón, cocina office, 2 habitaciones dobles,  un baño (con bañera). Planta altillo: se distribuye en una habitación doble con salida a terraza de 10 m2, 1 baño con bañera y un gran trastero.Propiedad para entrar a vivir, cocina equipada, orientación sur, suelo de gres, carpintería exterior de aluminioclimalit.Extras: calefacción, luminoso, luz, zona muy tranquila, muebles, parking, puerta blindada, terraza, todo exterior, trastero
mtuzlsuilr|Barcelona|Igualada|100|3|2|Vivienda|Dúplex|Rent|500.0|Dúplex muy luminoso en Igualada zona Soledad, 100 m2. de superficie, consta de salón-comedor con salida a balcón, cocina office, 2 habitaciones dobles,  un baño (con bañera). Planta altillo: se distribuye en una habitación doble con salida a terraza de 10 m2, 1 baño con bañera y un gran trastero.Propiedad para entrar a vivir, cocina equipada, orientación sur, suelo de gres, carpintería exterior de aluminioclimalit.Extras: calefacción, luminoso, luz, zona muy tranquila, muebles, parking, puerta blindada, terraza, todo exterior, trastero
vejeswkrjv|Lleida|Vinaixa|40|2|1|Vivienda|Finca rústica|Sell|26500.0|PRECIO NEGOCIABLE!!!!!De particular a particular. Descripción:Finca rustica de 2,6He con casa de campo de 40m2, ver fotos. Situado a 3km de Vinaixa. Ideal para familias que quieran un espacio para estar tranquilas y cultivar aceituna o huerto. Primera planta cocina-comedor, segunda planta: habitación - despacho. Hay Baño a reformar en el exterior y dos depuradoras: una para aguas grises y otra para aguas negras. Agua de la lluvia en una cisterna de  lts aproximadamente. El paraje es muy tranquilo ideal si te gusta estar en el campo.TODO LEGAL DELANTE NOTARIO
vejeswkrjv|Lleida|Vinaixa|40|2|1|Vivienda|Finca rústica|Rent|325.0|PRECIO NEGOCIABLE!!!!!De particular a particular. Descripción:Finca rustica de 2,6He con casa de campo de 40m2, ver fotos. Situado a 3km de Vinaixa. Ideal para familias que quieran un espacio para estar tranquilas y cultivar aceituna o huerto. Primera planta cocina-comedor, segunda planta: habitación - despacho. Hay Baño a reformar en el exterior y dos depuradoras: una para aguas grises y otra para aguas negras. Agua de la lluvia en una cisterna de  lts aproximadamente. El paraje es muy tranquilo ideal si te gusta estar en el campo.TODO LEGAL DELANTE NOTARIO
vejeswkrjv|Lleida|Vinaixa|40|2|1|Vivienda|Finca rústica|Rent|0.0|PRECIO NEGOCIABLE!!!!!De particular a particular. Descripción:Finca rustica de 2,6He con casa de campo de 40m2, ver fotos. Situado a 3km de Vinaixa. Ideal para familias que quieran un espacio para estar tranquilas y cultivar aceituna o huerto. Primera planta cocina-comedor, segunda planta: habitación - despacho. Hay Baño a reformar en el exterior y dos depuradoras: una para aguas grises y otra para aguas negras. Agua de la lluvia en una cisterna de  lts aproximadamente. El paraje es muy tranquilo ideal si te gusta estar en el campo.TODO LEGAL DELANTE NOTARIO
zggsaeclbp|Barcelona|Sant Esteve Sesrovires|396|5|2|Vivienda|Casa adosada|Sell|160000.0|Casa a reformar, edificabilidad 700 m2 techo, planta mas dos mas ático, posibilidad de edificar 4 pisos 90 m2 mas dos aticos duplex 140 m2. Calle muy cèntrica, centro pueblo, muy buenos comunicaciones
peynckbovb|Girona|La Jonquera|300|5|2|Vivienda|Casa adosada|Sell|210000.0|Se vende casa de tres plantas con garage y patio particulares. Muy bien cuidada. más de 300 m2. 4 balcones.
lddaoibflq|Girona|Rupià|1000|5|5|Vivienda|Finca rústica|Sell|2499000.0|DIRECTO PROPIETARIO! Preciosa masía ideal para una gran familia o negocio. Situación privilegiada a las afueras de un pequeño pueblo de lapos;Empordà. Muy cerca de las playas (Pals, Estartit, etc).  A 10 minutos de la autopista AP7 (salida Girona Nord).Rehabilitación cuidadísima con materiales de primerísima calidad y recuperados antiguos. Wifi, alarma, calefacción... Casa de masovers independiente y disimulada, aparcamiento cubierto. Muchas habitaciones y salones y una increible suite principal que tiene hasta cocina dentro!. Grandes espacios. Jardín muy cuidado con piscina, pista de pádel, zona barbacoa, cultivo, huerto, pozo ... Preciosas vistas típicas de lapos;Empordà. En resumen, perfecta para multitud de proyectos por su clase, sus posibilidades, su historia y su situación.
lddaoibflq|Girona|Rupià|1000|5|5|Vivienda|Finca rústica|Sell|2499000.0|DIRECTO PROPIETARIO! Preciosa masía ideal para una gran familia o negocio. Situación privilegiada a las afueras de un pequeño pueblo de l'Empordà. Muy cerca de las playas (Pals, Estartit, etc).  A 10 minutos de la autopista AP7 (salida Girona Nord).Rehabilitación cuidadísima con materiales de primerísima calidad y recuperados antiguos. Wifi, alarma, calefacción... Casa de masovers independiente y disimulada, aparcamiento cubierto. Muchas habitaciones y salones y una increible suite principal que tiene hasta cocina dentro!. Grandes espacios. Jardín muy cuidado con piscina, pista de pádel, zona barbacoa, cultivo, huerto, pozo ... Preciosas vistas típicas de l'Empordà. En resumen, perfecta para multitud de proyectos por su clase, sus posibilidades, su historia y su situación.
ynackjvils|Tarragona|La Fatarella|65|3|1|Vivienda|Casa adosada|Sell|40000.0|Vivienda adosada en casco antiguo de La Fatarella 65 metros cuadrados aprox. reformados.Plantas por reformar.Garaje. Cocina renovada a estrenar.
himhoperkz|Girona|Canet d'Adri|250000|0|0|Vivienda|Finca rústica|Sell|120000.0| 
hteoprmchh|Barcelona|Puigdàlber|200|4|2|Vivienda|Casa-Chalet|Sell|330000.0|casa mas una parcela de 300m2
lnvcwvdgve|Lleida|Vilanova de l'Aguda|300|5|1|Vivienda|Casa-Chalet|Sell|75000.0|Casa en el centre del poble de 3 plantes. Disposa de 6 habitacions, petit jardí, 2 terrasses, golfes. Part de la casa disposa de calefaccció. Està parcialment reformada. Sapos;hi pot entrar a viure. Està en molt bones condicions. Té espai per deixar el cotxe.
kxtcvvgjej|Tarragona|Cunit|86|3|2|Vivienda|Dúplex|Sell|215000.0|Apartamento 3 dormitorios todos al exterior, 2 baños, edificio de 4 plantas con ascensor. Comunidad de  8 viviendas.1ª planta, Duplex con escalera adaptada con doble pasamano especial.  Pza. parkin. Amueblado 86 m2 + 1 pk. Zona muy tranquila, No hay actividades de ocio nocturno.Frente al mar en  primera linea.Playa familiar y de poca profundidad.
kuvffqdsbp|Barcelona|Santa Eulàlia de Ronçana|300|4|2|Vivienda|Casa-Chalet|Sell|475000.0|Preciosa casa con acabados de primera calidad, 10años, en la mejor zona de Sta. Eulalia, tranquila y residencial, al lado del instituto y colegio. 297m de vivienda en terreno de  600m. Orientación inmejorable. 4 habitaciones, vestidor, 2 baños. Salón comedor y cocina grandes, estudio, Garaje 50 m. estructura de hormigón, piscina, barandillas inoxidable, puerta pral. y escaleras madera maciza Iroco, aire acondicionado, ventanales grandes elevables, persianas del. Gradhermetic regulables en orientación, encimera cocina en Corian, muebles cocina y baños a medida, electrodomésticos siemens, griferías grohe y roca, suelo exterior en pizarra, interruptores simón inox.,  puertas ext. Automatizadas, armarios empotrados,… Pensada para hacer vida en una planta. Jardín práctico totalmente acabado, con poco trabajo. &quot;El precio de tu Chalet está un 47,50% por debajo de la media de Santa Eulàlia de Ronçana&quot;
vfoyxayjgx|Girona|Sils|430|5|5|Vivienda|Casa-Chalet|Sell|550000.0|A unos 20 km de las mejores playas. Entorno verde con bosques, campos y montañas. Magníficas vistas. Zona muy bien comunicada.2 dorm. triple, 4 dorm.dobles y 1 dormitorios individuales, 4 baños y 1 aseo. Salón dispone de TV y equipos de audio-video. Gimnasio. Conexión a Internet. Parking privado.Cerca tienes médicos, supermercados, bancos, gasolineras, balnearios, discotecas, campo de golf, pistas de tenis, equitación, cars, campo futbol, pista baloncesto, etc.Piscina de 9 x 4 de agua salada y gran estanque, protegidos con valla..Tumbonas, parasoles, ping pong, barbacoa, bicicletas, cuna, tronas, juguetes, etc.Pozo agua potable  litrosdía   depósito de 15.000 litros.
vfoyxayjgx|Girona|Sils|430|5|5|Vivienda|Casa-Chalet|Rent|650.0|A unos 20 km de las mejores playas. Entorno verde con bosques, campos y montañas. Magníficas vistas. Zona muy bien comunicada.2 dorm. triple, 4 dorm.dobles y 1 dormitorios individuales, 4 baños y 1 aseo. Salón dispone de TV y equipos de audio-video. Gimnasio. Conexión a Internet. Parking privado.Cerca tienes médicos, supermercados, bancos, gasolineras, balnearios, discotecas, campo de golf, pistas de tenis, equitación, cars, campo futbol, pista baloncesto, etc.Piscina de 9 x 4 de agua salada y gran estanque, protegidos con valla..Tumbonas, parasoles, ping pong, barbacoa, bicicletas, cuna, tronas, juguetes, etc.Pozo agua potable  litrosdía   depósito de 15.000 litros.
ismtgbzjit|Tarragona|Torredembarra|100|3|2|Vivienda|Piso|Sell|420000.0|Perfecto para disfrutar de mar, sol, y atracciones turísticas y de ocio. En una comunidad de solo ocho vecinos. Piscina y jardín comunitarios. Ascensor. Plaza de parking. Playa a unos 20 metros. Centro del pueblo a 5 min. caminando. CAP a 5 min. en coche. Estación a 5 min. a pié. Aeropuerto de Tarragona y AVE a 25 min. en coche. Port Aventura a 30 min. en coche.
zlhabxkonb|Tarragona|Poboleda|150|4|2|Vivienda|Casa adosada|Sell|50000.0|Casa en venda al cor del Priorat, de 3 plantes, 4 habitacions, 1 bany complet i un petit, sense mobles, amb calefacció, llar de foc, terrassa coberta i descoberta
zlhabxkonb|Tarragona|Poboleda|150|4|2|Vivienda|Casa adosada|Sell|50000.0| 
gxbcrmdsnr|Tarragona|Roda de Barà|250|4|2|Vivienda|Casa-Chalet|Sell|398500.0|Casa chalet individual, jardín con piscina, riego automático, zona barbacoa y área de descanso en planta jardín, una habitación doble con baño completo. Incorporado con ducha nuevo, terraza vistas al mar con mesa y complementos, cocina equipada nueva, salón comedor a dos niveles con chimenea, tres habitaciones dobles exteriores y con armarios empotrados, baño completo con ducha nuevo y terraza superior multi usos con vistas panorámicas. Zona muy tranquila y a diez minutos de la playa, zona comercial, supermercados,etc. Excelente conservación
gxbcrmdsnr|Tarragona|Roda de Barà|250|4|2|Vivienda|Casa-Chalet|Rent|1350.0|Casa chalet individual, jardín con piscina, riego automático, zona barbacoa y área de descanso en planta jardín, una habitación doble con baño completo. Incorporado con ducha nuevo, terraza vistas al mar con mesa y complementos, cocina equipada nueva, salón comedor a dos niveles con chimenea, tres habitaciones dobles exteriores y con armarios empotrados, baño completo con ducha nuevo y terraza superior multi usos con vistas panorámicas. Zona muy tranquila y a diez minutos de la playa, zona comercial, supermercados,etc. Excelente conservación
gxbcrmdsnr|Tarragona|Roda de Barà|250|4|2|Vivienda|Casa-Chalet|Rent|43.3333333333333|Casa chalet individual, jardín con piscina, riego automático, zona barbacoa y área de descanso en planta jardín, una habitación doble con baño completo. Incorporado con ducha nuevo, terraza vistas al mar con mesa y complementos, cocina equipada nueva, salón comedor a dos niveles con chimenea, tres habitaciones dobles exteriores y con armarios empotrados, baño completo con ducha nuevo y terraza superior multi usos con vistas panorámicas. Zona muy tranquila y a diez minutos de la playa, zona comercial, supermercados,etc. Excelente conservación
wfxmxychqo|Barcelona|Sant Adrià de Besòs|87|2|2|Vivienda|Piso|Sell|415000.0|Piso único A ESTRENAR en zona La Gran Manzana-Fórum.Planta 6ª con increíbles vistas hacia la ciudad de Barcelona. Orientación Suroeste.Amplio y soleado salón-comedor de 20 m2. con salida a amplia terraza con vistas. 2 habitaciones dobles (1 suite) y 2 baños completos (Bañera hidromasaje y lavabos blancos en tablero de piedra natural). Muy bien distribuido y por estrenar.Acabados de Alto Standing: suelo parquet flotante bilama, excelente carpintería de madera interior lacada, armario empotrado modular forrado interiormente, carpintería exterior de aluminio anodizado con ventanas batientes y oscilobatientes y acristalamiento con cámara, cocina vitrocerámica, horno con carro extraíble y campana en acero inoxidable, puerta de entrada con blindaje de acero.Climatización frío-calor. Preinstalación TV por cable.Video-portero, servicio de conserjería y sistema centralizado de cámaras de seguridad en zonas comunes.Zona comunitaria pavimentada, ajardinada y con piscina. Central de recogida neumática de residuos en la finca. Edificio con 2 ascensores adaptados para minusválidos. Posibilidad de párking en el edificio.Junto a playa, puerto deportivo y Campus Universitario UPC. Comunicaciones excelentes: Bus, Metro, Trambesòs.Zona privilegiada en expansión. Abstenerse agencias e intermediarios.
slpdqayngo|Girona|Figueres|95|3|1|Vivienda|Piso|Sell|147000.0|Piso bajos a la zona de la Creu de la Mà en Figueres.Totalmente reformado.Dispone de calefacción de gas natural, aire acondicionado y cierres de aluminio con doble cristal. Cocina y baño reformados. Acceso directo y sin escaleras.  Oportunidad!
tfzirnjhfr|Barcelona|Arenys de Munt|70|2|1|Vivienda|Piso|Sell|220000.0|Cocina amueblada y con electrodomésticos (Horno, vitroceramica, campana extractora, Frigorífico Combi y Lavavajillas) de la marca Balay. Terraza con toldo y lavadorasecadora. Puerta principal blindada, con tres puntos de anclaje y cerradura de seguridad. Puertas chapadas de madera lisa de haya. Ventanas de aluminio lacado y persianas eléctricas. Acristalamiento exterior de doble cristal con cámara de aire tipo climalit. Calefacción y aire acondicionado, mediante bomba eléctrica de la marca Fujitsu. Plaza de garaje de 15 m² y trastero de 6 m².
gcxshaeicb|Girona|Lladó|241|3|2|Vivienda|Casa adosada|Sell|275000.0|Casa compuesta de semisótano, planta baja y piso. Consta de una superficie construida de 241m2. La planta semisótano consta de: garaje para 2 coches, cuarto caldera, bodega y maquinaria piscina.Planta baja destina a vivienda consta de: salón-comedor con chimenea y salida a terraza con barbacoa y piscina, cocina office totalmente equipada y lavabo.Planta piso consta de: 3 habitaciones (1 suite con vestidor), dos baños y distribuidor con armarios empotrados.Calefacción, aire acondicionado, hilo musical, parquet, etc
rsdreczfho|Barcelona|Piera|221|4|2|Vivienda|Casa-Chalet|Sell|288000.0|Venta de preciosa vivienda de 221m en parcela de 800m. En la zona residencial de Can Mas (Piera) , una zona rodeada de viñedos y con vistas a las montañas de Montserrat, un lugar precioso rodeado de naturaleza.La casa de estilo vanguardista y moderna, consta de 4 habitaciones, 2 baños, garaje para 2 coches, salón, comedor,cocina todo en un espacio diáfono. Con acabados de primera calidad
rcpperrvoy|Barcelona|Premià de Dalt|1038|6|3|Vivienda|Finca rústica|Sell|1690000.0|Esta joya hIstórico-arquitectónica consta de la torre de defensa del S. XV, la masia gótica del S. XIV, la bodega adosada y la casa con cuadra y granero, ambas del S XVIII. La masia fue reformada hacia el año , añadiendo la fachada sinuosa, propia del barroco, coronada con “copones” de ceràmica esmaltada.La balsa porticada por los cuatro lados, con fuente y estatua de piedra.El patio, con balaustrada y pérgola de amplias vistas, cerrado con muros y 2 portales con arco de piedra coronado con doble alero.1. Masia.P. baja.- Sala de entrada, sala-comedor, salón interior con chimenea, distribuidor, office, despensa, cocina, lavatorio, un lavabo y habitación lavadero-planchador.P. 1ª.- Distribuidor, habitación interior de armarios, salón, dormitorio “Isabelino”, dormitorio Carlos IV”, dos lavabos y un vestidor. Dormitorio “Imperio” 2. Torre.P. baja.- Habitación con ventana, tronera y puerta de acceso desde el patio. P. 1ª.- Distribuidor con acceso desde la casa, ventana gótica, aspillera y acceso a la escalera de caracol.P. 2ª.- Dormitorio 2 camas, una doble, ventana gótica y 2 aspilleras.P. 3ª.- Dormitorio 3 camas individuales, ventana gótica y 2 aspilleras.P. 4ª.- Sala de vigia con 6 ventanas, 2 aspilleras y 3 matacanes. 3. Bodega.P. baja.- 2 naves, en ángulo recto, con una gran prensa del XVIII y barriles.P. 1ª.- 3 habitaciones con 2 ventanales y gran sala con otra habitación en medio piso superior. (Hay proyecto de rehabilitación en un loft con un altillo y un WC.)4. Casa anexa. P. baja.- Cuadra con pesebre de piedra y un cuarto con un arco para el carro.P. 1ª.- Granero con porche y sala con 3 ventanas y puerta vidriada.(Hay proyecto de rehabilitación en dos suites, tres WC y una cocina.)La finca incluye la mitad indivisa de 2 Ha de terreno rústico, con manantial de la “Font de Serviol” y el acueducto de 800 m hasta la casa. Posible sustituir el uso actual de vivienda unifamiliar por el plurifamiliar, al haber 3 accesos independientes.
rcpperrvoy|Barcelona|Premià de Dalt|1038|6|3|Vivienda|Finca rústica|Sell|1690000.0|This Historic site, the catalan estate Casa, Manso y Heredad de la Torre d’en Molas is considered an architectural jewel. Composed by a 14th  C. “masia” farm house, a 16th C. watch tower, an attached wine cellar and a barn with stable and a garage, both built in 19th C. The plot measures 4.960 m2 and the floor area 1.038 m2.1) Main house. Ground floor: Salle of entrance, living-dinner room, inner living room with hearth, distribution room with 18th C. hand painted tiles hand basin, toilet, laundry room, kitchen, office and pantry.  1st. floor- Stairs to distribution landing, wardrobes inner room with few steps to Galeria rooms, grande salle with stone arch and a mullioned window, with entrance to three bedrooms, one with with toilet, and to a dressing room, to a toilet and to a housekeeping tools room.2) Tower. Ground floor: Room with two windows, a loophole and a stone arched door to the house.1st. floor: Room with Snail stairs access to upper floors, a carved window, a loophole and an arched door to the house.2nd. floor: Bedroom with a carved window, a loophole,  one double and one single beds.3rd . floor:  Bedroom with a carved window, two loopholes with three single beds.4th . floor: Watching room, with eight windows,  two loopholes and three machicolations.3. Wine cellar. Ground floor: Two square angled naves house for a 18th. C.,  with one door and five windows.1st. floor:  Three rooms with two large windows and oak floor. One big room with another small room half floor up.  4. Barn. Ground: Stable and arched open room. 1st. floor:  big room with three windows, door and porchWith its special attraction and beauty, the property retains its old feudal aspect. Located at the edge of the old part of the village in the Barcelona Maresme coast, at 20 Km from the center of BCN, overlooking the sea on the slopes of the Natural Park of La Serralada.
zohbzuhsry|Tarragona|Bonastre|113|3|2|Vivienda|Casa adosada|Sell|135000.0|Zona residencial tranquila a 10 minutos de la playa.Sistema de descalcifiación de agua.
dahjhicxfj|Barcelona|Sant Celoni|334|3|2|Vivienda|Casa-Chalet|Sell|490000.0|Vivienda espectacular de diseño exclusivo contemporáneo con piscina desbordante y vistas sobre Sant Celoni y el Montseny. Situada en el límite en lo alto del Parque Natural del Montnegre-Corredor. Salón de 90 m2 con chimenea panorámica, piscina circular desbordante con escalones de obra, porche de 50 m2 en madera tropical IPE tratada, terraza chillout con barbacoa junto a la cocina, dormitorio principal con aire acondicionado tipo suite con bañera hidromasaje con vistas, habitación infantil de 25 m2, espacios abiertos, bien iluminados y paredes acogedoras forradas con parquet, suelos de gres porcelánico. Cocina totalmente equipada con placa de vitrocerámica de inducción de 90 cm, nevera americana con dispensador de hielo, cafetera encastada, horno-microondas encastado, agua purificada con sistema de ósmosis, fregadero de un seno de 90 cm, grifería extensible, campana extractora de acero inoxidable tipo isla, cajón con 4 contenedores selectivos, etc. Cuarto de instalaciones: alarma conectada directamente a comisaria de policía local, calefacción económica de biomasa, descalcificadora, aspiración centralizada, doble cristal en todas las ventanas de 3,2 cm, doble aislamiento en fachadas interior y exterior, manta térmica de 8 cm en cámara de aislamiento de cubierta, trastero de 35 m2, garaje para 2 vehículos con puerta automática. Acceso por C-35 desde la autopista A-7 a 5 min., núcleo urbano a 3 min., escuela a 2 min., supermercado a 1 min.... SI LA VES, TE ENAMORAS!!!!
